Date,Bullish,Neutral,Bearish,High,Low,Close,Volume,VIX,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply,RSI,MACD_Signal,VWAP,Momentum,Bollinger_Upper,Bollinger_Lower,P,S1,S2,S3,R1,R2,R3
1990-02-16,0.23,0.43,0.34,335.6400146484375,332.4200134277344,332.7200012207031,166840000.0,20.780000686645508,5872.701,5.3,128.0,8.24,3170.5,51.2426335953683,-4.184217275733952,337.1526527249351,1.79998779296875,336.44873060467705,323.917269761534,333.5933430989583,331.5466715494792,330.3733418782552,328.326670328776,334.76667277018225,336.81334431966144,337.9866739908854
1990-02-20,0.23,0.43,0.34,332.7200012207031,326.260009765625,327.989990234375,147300000.0,22.780000686645508,5872.701,5.3,128.0,8.24,3170.5,37.86901956769336,-3.93550083710414,336.9190375660957,-3.860015869140625,336.4041273032517,323.7228715981155,328.99000040690106,325.259999593099,322.53000895182294,318.80000813802087,331.7199910481771,335.4499918619792,338.17998250325525
1990-02-21,0.23,0.43,0.34,328.1700134277344,324.4700012207031,327.6700134277344,159240000.0,23.88999938964844,5872.701,5.3,128.0,8.24,3170.5,37.112975047990645,-3.7552462470013865,336.67094363163704,-1.989990234375,336.2495030386657,323.4834986703186,326.77000935872394,325.3700052897135,323.0699971516927,321.66999308268225,329.07001749674475,330.4700215657552,332.770029703776
1990-02-22,0.23,0.43,0.34,330.9800109863281,325.70001220703125,325.70001220703125,184320000.0,22.540000915527344,5872.701,5.3,128.0,8.24,3170.5,32.50314796171452,-3.6502227137994216,336.3405703364385,-8.04998779296875,336.2827387601745,322.99426319295054,327.4600118001302,323.94001261393225,322.1800130208333,318.6600138346354,329.2200113932292,332.74001057942706,334.500010172526
1990-02-23,0.24,0.38,0.38,326.1499938964844,322.1000061035156,324.1499938964844,148490000.0,23.690000534057617,5872.701,5.3,128.0,8.24,3170.5,29.209336082265462,-3.614268097683248,336.05183474657974,-8.80999755859375,336.45449874066986,322.62950394487706,324.1333312988281,322.1166687011719,320.0833435058594,318.0666809082031,326.1666564941406,328.1833190917969,330.2166442871094
1990-02-26,0.24,0.38,0.38,328.6700134277344,323.9800109863281,328.6700134277344,148900000.0,23.559999465942383,5872.701,5.3,128.0,8.24,3170.5,47.2096258478398,-3.5431374212886437,335.8805798687745,-4.949981689453125,336.3868503518131,322.9841548972104,327.10667928059894,325.5433451334635,322.4166768391927,320.85334269205725,330.2333475748697,331.7966817220052,334.923350016276
1990-02-27,0.24,0.38,0.38,331.94000244140625,328.4700012207031,330.260009765625,152590000.0,22.690000534057617,5872.701,5.3,128.0,8.24,3170.5,52.14824051103291,-3.420244869552672,335.7500569215564,0.180023193359375,336.30028885990777,323.576716144975,330.2233378092448,328.50667317708337,326.7533365885417,325.03667195638025,331.9766743977865,333.69333902994794,335.4466756184896
1990-02-28,0.24,0.38,0.38,333.4800109863281,330.1600036621094,331.8900146484375,184400000.0,21.989999771118164,5872.701,5.3,128.0,8.24,3170.5,56.91592851266467,-3.237550001968984,335.6446877707126,0.870025634765625,335.8835133640465,324.88449200704724,331.8433430989583,330.2066752115885,328.5233357747396,326.8866678873697,333.52668253580725,335.16335042317706,336.846689860026
1990-03-01,0.24,0.38,0.38,334.3999938964844,331.0799865722656,332.739990234375,157930000.0,21.89999961853028,5872.701,5.2,128.6,8.28,3192.6,59.352659068338575,-3.0060094728303515,335.57833033858486,0.72998046875,336.1270553495696,325.0069503877352,332.739990234375,331.0799865722656,329.41998291015625,327.7599792480469,334.3999938964844,336.0599975585937,337.7200012207031
1990-03-02,0.21,0.37,0.42,335.5400085449219,332.7200012207031,335.5400085449219,164330000.0,21.34000015258789,5872.701,5.2,128.6,8.28,3192.6,66.5447800941242,-2.7044672060186103,335.577440555731,0.649993896484375,336.81857749368686,324.9904282436178,334.6000061035156,333.6600036621094,331.7799987792969,330.8399963378906,336.4800109863281,337.4200134277344,339.3000183105469
1990-03-05,0.21,0.37,0.42,336.3800048828125,333.489990234375,333.739990234375,140110000.0,22.030000686645508,5872.701,5.2,128.6,8.28,3192.6,58.82428011606344,-2.397410763125678,335.5417714245494,1.019989013671875,337.09406758074704,324.9969358372217,334.5366617838542,332.69331868489587,331.6466471354167,329.8033040364584,335.58333333333337,337.4266764322917,338.47334798177087
1990-03-06,0.21,0.37,0.42,337.92999267578125,333.57000732421875,337.92999267578125,143640000.0,20.549999237060547,5872.701,5.2,128.6,8.28,3192.6,68.60682643363994,-2.030681321739838,335.5883728893218,9.94000244140625,338.1346261764838,324.5643758987115,336.47666422526044,335.0233357747396,332.11667887369794,330.6633504231771,339.3833211263021,340.83664957682294,343.7433064778646
1990-03-07,0.21,0.37,0.42,338.8399963378906,336.3299865722656,336.95001220703125,163580000.0,19.100000381469727,5872.701,5.2,128.6,8.28,3192.6,64.47311267064933,-1.6567812467946426,335.61797323266484,9.279998779296877,338.88902022824567,324.53898270144185,337.3733317057292,335.90666707356775,334.8633219401042,333.39665730794275,338.41667683919275,339.8833414713542,340.92668660481775
1990-03-08,0.21,0.37,0.42,340.6600036621094,336.95001220703125,340.2699890136719,170900000.0,19.739999771118164,5872.701,5.2,128.6,8.28,3192.6,71.24553329954215,-1.2412427868959233,335.72128137408055,14.569976806640623,340.1376726767668,323.9423291542879,339.2933349609375,337.9266662597656,335.5833435058594,334.2166748046875,341.6366577148437,343.0033264160156,345.3466491699219
1990-03-09,0.22,0.42,0.36,340.2699890136719,336.8399963378906,337.92999267578125,150410000.0,20.299999237060547,5872.701,5.2,128.6,8.28,3192.6,61.68286031713602,-0.8558936382081122,335.7636223358411,13.779998779296877,340.7995333527074,323.7774686004176,338.34665934244794,336.423329671224,334.9166666666667,332.99333699544275,339.85332234700525,341.7766520182292,343.2833150227865
1990-03-12,0.22,0.42,0.36,339.0799865722656,336.1400146484375,338.6700134277344,114790000.0,20.06999969482422,5872.701,5.2,128.6,8.28,3192.6,63.47192120440384,-0.4959098504341314,335.8055301872599,10.0,341.50589990463783,323.5761038795419,337.9633382161458,336.846689860026,335.0233662923177,333.9067179361979,339.78666178385413,340.90331013997394,342.72663370768225
1990-03-13,0.22,0.42,0.36,338.6700134277344,335.3599853515625,336.0,145440000.0,21.049999237060547,5872.701,5.2,128.6,8.28,3192.6,53.14219159641356,-0.2121637504409137,335.8090192655214,5.739990234375,341.8505639992124,323.82344112774075,336.6766662597656,334.6833190917969,333.3666381835937,331.373291015625,337.99334716796875,339.9866943359375,341.3033752441406
1990-03-14,0.22,0.42,0.36,337.6300048828125,334.92999267578125,336.8699951171875,145060000.0,19.64999961853028,5872.701,5.2,128.6,8.28,3192.6,55.84396343328366,0.0232874324724161,335.8276712482786,4.97998046875,342.2735286832718,323.9854770540329,336.47666422526044,335.3233235677084,333.7766520182292,332.6233113606771,338.0233357747396,339.1766764322917,340.72334798177087
1990-03-15,0.22,0.42,0.36,338.9100036621094,336.8699951171875,338.07000732421875,144410000.0,18.809999465942383,5872.701,5.2,128.6,8.28,3192.6,59.555415309282594,0.2352179740473283,335.866239935164,5.33001708984375,342.81873992118216,324.0462655719819,337.9500020345052,336.990000406901,335.9099934895833,334.9499918619792,339.0300089518229,339.99001057942706,341.07001749674475
1990-03-16,0.25,0.35,0.4,341.9100036621094,338.07000732421875,341.9100036621094,222520000.0,17.6200008392334,5872.701,5.2,128.6,8.28,3192.6,69.13443445546694,0.4820252736094729,336.02228603041203,6.3699951171875,343.8961472045495,323.6708571899818,340.6300048828125,339.3500061035156,336.7900085449219,335.510009765625,343.19000244140625,344.4700012207031,347.0299987792969
1990-03-19,0.25,0.35,0.4,343.760009765625,339.1199951171875,343.5299987792969,142300000.0,18.290000915527344,5872.701,5.2,128.6,8.28,3192.6,72.32507523854053,0.7625020457716403,336.1442346008551,9.790008544921877,345.3147341219933,323.3332700283973,342.1366678873698,340.5133260091146,337.4966532389323,335.8733113606771,345.1533406575521,346.7766825358073,349.7933553059896
1990-03-20,0.25,0.35,0.4,344.489990234375,340.8699951171875,341.57000732421875,177320000.0,19.059999465942383,5872.701,5.2,128.6,8.28,3192.6,63.20417291331828,1.0163707198687577,336.25187639152176,3.6400146484375,346.02399676922306,323.982009090152,342.3099975585937,340.1300048828125,338.69000244140625,336.510009765625,343.75,345.92999267578125,347.3699951171875
1990-03-21,0.25,0.35,0.4,342.3399963378906,339.5599975585937,339.739990234375,130990000.0,20.100000381469727,5872.701,5.2,128.6,8.28,3192.6,55.64423910235779,1.208740369872655,336.3022579717792,2.78997802734375,346.25226244280924,324.9607410972298,340.5466613769531,338.7533264160156,337.7666625976562,335.9733276367187,341.53332519531256,343.32666015625006,344.3133239746095
1990-03-22,0.25,0.35,0.4,339.7699890136719,333.6199951171875,335.69000244140625,175930000.0,22.739999771118164,5872.701,5.2,128.6,8.28,3192.6,42.625057292654965,1.2851091344147318,336.2906067534336,-4.579986572265625,345.6779612976265,326.53404126585,336.35999552408856,332.95000203450525,330.2100016276042,326.80000813802087,339.0999959309896,342.50998942057294,345.249989827474
1990-03-23,0.37,0.39,0.24,337.5799865722656,335.69000244140625,337.2200012207031,132070000.0,20.459999084472656,5872.701,5.2,128.6,8.28,3192.6,47.93505323575285,1.3062486276957144,336.30369684427257,-0.709991455078125,344.50492633186343,329.014076964035,336.8299967447917,336.08000691731775,334.9400126139323,334.1900227864584,337.9699910481771,338.71998087565106,339.8599751790365
1990-03-26,0.37,0.39,0.24,339.739990234375,337.2200012207031,337.6300048828125,116110000.0,19.59000015258789,5872.701,5.2,128.6,8.28,3192.6,49.383519636842415,1.2952274806685569,336.3199189714217,-1.040008544921875,343.9550387935483,330.459963647858,338.1966654459636,336.6533406575521,335.6766764322917,334.13335164388025,339.173329671224,340.71665445963544,341.69331868489587
1990-03-27,0.37,0.39,0.24,341.5,337.0299987792969,341.5,131610000.0,21.01000022888184,5872.701,5.2,128.6,8.28,3192.6,61.15370263934739,1.3234178405052934,336.3907526170606,5.5,343.9271667271754,331.61183473766835,340.00999959309894,338.5199991861979,335.5399983723958,334.04999796549475,342.990000406901,344.48000081380206,347.46000162760413
1990-03-28,0.37,0.39,0.24,342.5799865722656,340.6000061035156,342.0,142300000.0,19.770000457763672,5872.701,5.2,128.6,8.28,3192.6,62.45521526341172,1.3796682989649929,336.47247662180234,5.1300048828125,344.0483182493579,332.50168175064204,341.72666422526044,340.87334187825525,339.74668375651044,338.89336140950525,342.85332234700525,343.70664469401044,344.83330281575525
1990-03-29,0.37,0.39,0.24,342.07000732421875,339.7699890136719,340.7900085449219,132190000.0,18.459999084472656,5872.701,5.2,128.6,8.28,3192.6,57.11218385171176,1.4281082915380177,336.53013146776067,2.720001220703125,343.9244952887544,333.4305065423003,340.8766682942708,339.6833292643229,338.57664998372394,337.383310953776,341.9833475748697,343.1766866048177,344.28336588541663
1990-03-30,0.34,0.35,0.31,341.4100036621094,338.2099914550781,339.94000244140625,139340000.0,19.729999542236328,5872.701,5.2,128.6,8.28,3192.6,53.40863447048805,1.4522972323408745,336.5774623858728,-1.970001220703125,343.9561891586862,333.838812062017,339.85333251953125,338.2966613769531,336.6533203125,335.0966491699219,341.4966735839844,343.0533447265625,344.6966857910156
1990-04-01,0.34,0.35,0.31,341.4100036621094,338.2099914550781,339.94000244140625,139340000.0,19.729999542236328,5960.028,5.4,128.9,8.26,3219.8,53.40863447048805,1.4567079803058898,336.623497333498,-3.589996337890625,343.6588512444026,334.75615119700365,339.85333251953125,338.2966613769531,336.6533203125,335.0966491699219,341.4966735839844,343.0533447265625,344.6966857910156
1990-04-02,0.34,0.35,0.31,339.94000244140625,336.3299865722656,338.70001220703125,124360000.0,22.84000015258789,5960.028,5.4,128.9,8.26,3219.8,47.434490957659605,1.4253874693432045,336.64856337664145,-2.8699951171875,343.6640233409047,334.82798105362656,338.3233337402344,336.7066650390625,334.7133178710937,333.0966491699219,340.3166809082031,341.933349609375,343.9266967773437
1990-04-03,0.34,0.35,0.31,343.760009765625,338.70001220703125,343.6400146484375,154310000.0,20.440000534057617,5960.028,5.4,128.9,8.26,3219.8,65.28466195850433,1.448879277850663,336.7517384174295,3.9000244140625,344.2712052219833,334.8897994166886,342.03334554036456,340.30668131510413,336.9733479817708,335.2466837565104,345.3666788736979,347.0933430989583,350.42667643229163
1990-04-04,0.34,0.35,0.31,344.1199951171875,340.3999938964844,341.0899963378906,159530000.0,22.030000686645508,5960.028,5.4,128.9,8.26,3219.8,54.30171061633352,1.4615085651203557,336.8169305499056,5.399993896484375,344.3517492544867,334.89125611660705,341.8699951171875,339.6199951171875,338.1499938964844,335.8999938964844,343.3399963378906,345.5899963378906,347.0599975585937
1990-04-05,0.34,0.35,0.31,342.8500061035156,340.6300048828125,340.7300109863281,144170000.0,21.209999084472656,5960.028,5.4,128.9,8.26,3219.8,52.85337223846841,1.457592956723637,336.86935971313926,3.510009765625,344.44648372858103,335.07652347356736,341.40334065755206,339.9566752115885,339.18333943684894,337.7366739908854,342.17667643229163,343.6233418782552,344.39667765299475
1990-04-06,0.38,0.37,0.25,341.7300109863281,338.94000244140625,340.0799865722656,137490000.0,21.76000022888184,5960.028,5.4,128.9,8.26,3219.8,50.07087674253277,1.4298196818418942,336.9098663417729,2.449981689453125,344.4901838250749,335.17382069152666,340.25,338.7699890136719,337.4599914550781,335.97998046875,341.5599975585937,343.0400085449219,344.3500061035156
1990-04-09,0.38,0.37,0.25,341.8299865722656,339.8800048828125,341.3699951171875,114970000.0,22.299999237060547,5960.028,5.4,128.9,8.26,3219.8,55.44236603912466,1.405871289402355,336.9564291648948,-0.1300048828125,344.43659173978904,335.7644122885313,341.0266621907552,340.22333780924475,339.07668050130206,338.27335611979163,342.1733194986979,342.9766438802083,344.123301188151
1990-04-10,0.38,0.37,0.25,342.4100036621094,340.6199951171875,342.07000732421875,136020000.0,21.690000534057617,5960.028,5.4,128.9,8.26,3219.8,58.2543505836683,1.393539694358878,337.01881756220706,0.07000732421875,344.50013703561723,336.22086821340616,341.7000020345052,340.990000406901,339.9099934895833,339.1999918619792,342.7800089518229,343.49001057942706,344.57001749674475
1990-04-11,0.38,0.37,0.25,343.0,341.260009765625,341.9200134277344,141080000.0,17.729999542236328,5960.028,5.4,128.9,8.26,3219.8,57.359375179213934,1.383566501594987,337.08006422291925,1.1300048828125,344.60122020850605,336.504785650869,342.0600077311198,341.1200154622396,340.3200174967448,339.3800252278646,342.8600056966146,343.7999979654948,344.5999959309896
1990-04-12,0.27,0.56,0.17,344.7900085449219,341.9100036621094,344.3399963378906,142470000.0,19.799999237060547,5960.028,5.4,128.9,8.26,3219.8,66.84249431264891,1.411050306962047,337.1705384019445,4.399993896484375,345.0285188525029,336.3204862744502,343.6800028483073,342.56999715169275,340.7999979654948,339.68999226888025,345.45000203450525,346.5600077311198,348.33000691731775
1990-04-16,0.27,0.56,0.17,347.29998779296875,344.1000061035156,344.739990234375,142810000.0,20.75,5960.028,5.4,128.9,8.26,3219.8,68.19163716109715,1.4637362865308154,337.2639283584622,4.79998779296875,345.28528384322635,336.18472042923463,345.37999471028644,343.46000162760413,342.1800130208333,340.260019938151,346.65998331705725,348.5799763997396,349.8599650065104
1990-04-17,0.27,0.56,0.17,345.19000244140625,342.0599975585937,344.67999267578125,127990000.0,20.3799991607666,5960.028,5.4,128.9,8.26,3219.8,67.71478069072859,1.5251632374470527,337.3450339576888,5.97998046875,345.7621415342106,336.0188612734065,343.97666422526044,342.7633260091146,340.8466593424479,339.63332112630206,345.8933308919272,347.106669108073,349.02333577473973
1990-04-18,0.27,0.56,0.17,345.3299865722656,340.1099853515625,340.7200012207031,147130000.0,22.670000076293945,5960.028,5.4,128.9,8.26,3219.8,44.18421800079005,1.5221932512156795,337.3869370640078,-2.920013427734375,345.7820446018074,336.0969593044426,342.05332438151044,338.77666219075525,336.8333231608073,333.5566609700521,343.9966634114584,347.2733256022136,349.2166646321615
1990-04-19,0.27,0.56,0.17,340.7200012207031,337.5899963378906,338.0899963378906,152930000.0,22.459999084472656,5960.028,5.4,128.9,8.26,3219.8,34.89258252485047,1.433586625752,337.39589465452644,-3.0,345.4523901662616,336.66661312963686,338.7999979654948,336.8799947102865,335.6699930826823,333.749989827474,340.009999593099,341.9300028483073,343.1400044759115
1990-04-20,0.34,0.43,0.23,338.5199890136719,333.4100036621094,335.1199951171875,174260000.0,23.32999992370605,5960.028,5.4,128.9,8.26,3219.8,27.38790842304398,1.2452974508321406,337.3633261623921,-5.610015869140625,345.8098500657781,336.09915261976874,335.68332926432294,332.846669514974,330.57334391276044,327.7366841634115,337.9566548665365,340.79331461588544,343.066640218099
1990-04-23,0.34,0.43,0.23,335.1199951171875,330.0899963378906,331.04998779296875,136150000.0,24.15999984741211,5960.028,5.4,128.9,8.26,3219.8,20.43746850605038,0.9366267401911388,337.2935198261812,-9.029998779296877,347.0632302941786,334.1877706823839,332.08665974934894,329.0533243815104,327.05666097005206,324.0233256022135,334.08332316080725,337.1166585286458,339.11332194010413
1990-04-24,0.34,0.43,0.23,332.9700012207031,329.7099914550781,330.3599853515625,137360000.0,21.700000762939453,5960.028,5.4,128.9,8.26,3219.8,19.470878466031024,0.555540896083228,337.2170279589114,-11.010009765625,347.9528184937498,332.1841810179689,331.01332600911456,329.056650797526,327.7533162434896,325.796641031901,332.316660563151,334.2733357747396,335.576670328776
1990-04-25,0.34,0.43,0.23,332.739990234375,330.3599853515625,332.0299987792969,133480000.0,20.86000061035156,5960.028,5.4,128.9,8.26,3219.8,28.866139222813487,0.1744216976941504,337.1620100473868,-10.040008544921877,348.1685130039361,330.97148638571235,331.7099914550781,330.67999267578125,329.3299865722656,328.29998779296875,333.0599975585937,334.0899963378906,335.44000244140625
1990-04-26,0.34,0.43,0.23,333.760009765625,330.6700134277344,332.9200134277344,141330000.0,20.25,5960.028,5.4,128.9,8.26,3219.8,33.62788936252123,-0.172937386787231,337.11489890030026,-9.0,348.24728128352695,330.1057185944028,332.45001220703125,331.1400146484375,329.3600158691406,328.0500183105469,334.2300109863281,335.5400085449219,337.32000732421875
1990-04-27,0.28,0.35,0.37,333.57000732421875,328.7099914550781,329.1099853515625,130630000.0,22.190000534057617,5960.028,5.4,128.9,8.26,3219.8,25.27176745308462,-0.5413197621603034,337.0335628204398,-15.230010986328123,348.7471378952797,328.52286027366563,330.4633280436198,327.35664876302087,325.6033121744792,322.49663289388025,332.2166646321615,335.32334391276044,337.0766805013021
1990-04-30,0.28,0.35,0.37,331.3099975585937,327.760009765625,330.79998779296875,122750000.0,19.520000457763672,5960.028,5.4,128.9,8.26,3219.8,33.70325884949591,-0.8753711369855218,336.97460852524256,-13.94000244140625,348.85231867899574,327.50367802510584,329.9566650390625,328.6033325195313,326.4066772460938,325.0533447265626,332.1533203125,333.5066528320312,335.7033081054687
1990-05-01,0.28,0.35,0.37,332.8299865722656,330.79998779296875,332.25,149020000.0,18.43000030517578,5960.028,5.4,129.1,8.18,3186.7,40.364522521219,-1.1452637349267554,336.9209783552229,-12.42999267578125,348.84840288642226,326.8625925969761,331.9599914550781,331.0899963378906,329.92999267578125,329.0599975585937,333.1199951171875,333.989990234375,335.1499938964844
1990-05-02,0.28,0.35,0.37,334.4800109863281,332.1499938964844,334.4800109863281,141610000.0,19.31999969482422,5960.028,5.4,129.1,8.18,3186.7,49.38848061615696,-1.3226058279449928,336.89492911148704,-6.239990234375,348.13598533178373,326.6590097854037,333.7033386230469,332.9266662597656,331.3733215332031,330.5966491699219,335.2566833496094,336.0333557128906,337.5867004394531
1990-05-03,0.28,0.35,0.37,337.0199890136719,334.4700012207031,335.57000732421875,145560000.0,17.809999465942383,5960.028,5.4,129.1,8.18,3186.7,53.3680990326171,-1.4122377507377644,336.8805532619609,-2.519989013671875,347.7435058252278,326.4994903905925,335.68666585286456,334.35334269205725,333.1366780598958,331.8033548990885,336.903330485026,338.2366536458333,339.45331827799475
1990-05-04,0.2,0.35,0.45,338.4599914550781,335.1700134277344,338.3900146484375,140550000.0,17.280000686645508,5960.028,5.4,129.1,8.18,3186.7,62.23306217416904,-1.3939856392137286,336.8962037435164,3.27001953125,347.510060403023,326.4989361790083,337.3400065104167,336.22002156575525,334.05002848307294,332.9300435384115,339.509999593099,340.62998453776044,342.79997762044275
1990-05-07,0.2,0.35,0.45,341.07000732421875,338.1099853515625,340.5299987792969,132760000.0,17.649999618530273,5960.028,5.4,129.1,8.18,3186.7,67.62252003763864,-1.2717513386815915,336.9314465030872,9.480010986328123,347.56218173743304,326.4918160653013,339.90333048502606,338.73665364583337,336.9433085123698,335.7766316731771,341.6966756184896,342.8633524576823,344.65669759114587
1990-05-08,0.2,0.35,0.45,342.0299987792969,340.1700134277344,342.010009765625,144230000.0,18.489999771118164,5960.028,5.4,129.1,8.18,3186.7,70.93262259726968,-1.0642394511227466,336.98439902960973,11.6500244140625,347.65344870472904,326.4645505628491,341.40334065755206,340.77668253580725,339.5433553059896,338.91669718424475,342.6366678873697,343.26332600911456,344.49665323893225
1990-05-09,0.2,0.35,0.45,343.0799865722656,340.8999938964844,342.8599853515625,152220000.0,18.63999938964844,5960.028,5.4,129.1,8.18,3186.7,72.7768966564726,-0.7981688591281808,337.04835191558743,10.829986572265623,347.777165924564,326.4198311457485,342.2799886067708,341.479990641276,340.0999959309896,339.29999796549475,343.65998331705725,344.45998128255206,345.8399759928385
1990-05-10,0.2,0.35,0.45,344.9800109863281,342.7699890136719,343.82000732421875,158460000.0,18.59000015258789,5960.028,5.4,129.1,8.18,3186.7,74.85600233374107,-0.4922068875970455,337.12421989678666,10.899993896484377,348.0844638482432,326.30253261171777,343.85666910807294,342.73332722981775,341.6466471354167,340.5233052571615,344.943349202474,346.0666910807292,347.15337117513025
1990-05-11,0.28,0.38,0.34,352.3099975585937,343.82000732421875,352.0,234040000.0,19.809999465942383,5960.028,5.4,129.1,8.18,3186.7,85.63905320559492,-0.0456519596091279,337.3663708377602,22.8900146484375,349.9618773493063,325.19111947686554,349.3766682942708,346.44333902994794,340.88667805989587,337.953348795573,354.9333292643229,357.86665852864576,363.4233194986978
1990-05-14,0.28,0.38,0.34,358.4100036621094,351.95001220703125,354.75,225410000.0,20.13999938964844,5960.028,5.4,129.1,8.18,3186.7,87.68732436812522,0.5095934564505822,337.63470373621203,23.95001220703125,352.3468949363006,323.8071028664337,355.0366719563802,351.663340250651,348.57668050130206,345.2033487955729,358.1233317057292,361.4966634114583,364.58332316080725
